 Descriptor,Time,Date,Day of Week,Police Report,Lighting Conditions,Municipality,Collision Type Descriptor,County Name,Road Descriptor,Weather Conditions,Traffic Control Device,Road Surface Conditions,Pedestrian Bicyclist Action,Event Descriptor,Number of Vehicles Involved 
 Damage Accident,22:30,08/16/2014,Saturday,N,Unknown,YONKERS,REAR END,WESTCHESTER,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:35,02/14/2014,Friday,Y,Dark-Road Lighted,HUNTINGTON,Unknown,SUFFOLK,Straight and Level,Clear,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,22:41,02/27/2014,Thursday,Y,Dark-Road Lighted,ALBANY,RIGHT ANGLE,ALBANY,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:01,01/24/2014,Friday,Y,Daylight,SARATOGA SPRINGS,REAR END,SARATOGA,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,10:00,03/13/2014,Thursday,N,Daylight,SMITHTOWN,OTHER,SUFFOLK,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,17:00,07/09/2014,Wednesday,N,Daylight,CHILI,Unknown,MONROE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,19:01,05/18/2014,Sunday,Y,Daylight,NORTH HILLS,OTHER,NASSAU,Straight and Level,Cloudy,None,Dry,Not Applicable,"Median - Not At End, Collision With Fixed Object",1
 Damage Accident,6:55,03/20/2014,Thursday,Y,Daylight,MOREAU,OTHER,SARATOGA,Curve and Grade,Sleet/Hail/Freezing Rain,None,Slush,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
 Damage Accident,9:10,02/03/2014,Monday,Y,Daylight,SMITHTOWN,OTHER,SUFFOLK,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Tree, Collision With Fixed Object",1
 Damage & Injury Accident,19:45,02/05/2014,Wednesday,N,Dark-Road Lighted,BROOKHAVEN,SIDESWIPE,SUFFOLK,Straight and Grade,Clear,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,21:30,09/02/2014,Tuesday,Y,Dark-Road Unlighted,WHITE PLAINS,OTHER,WESTCHESTER,Straight and Level,Clear,None,Dry,Other Actions in Roadway,"Pedestrian, Collision With",1
 Damage Accident,18:11,12/01/2014,Monday,Y,Dark-Road Unlighted,OYSTER BAY COVE,OTHER,NASSAU,Curve and Grade,Rain,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,17:15,03/21/2014,Friday,Y,Daylight,NEW HYDE PARK,RIGHT ANGLE,NASSAU,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:19,05/15/2014,Thursday,Y,Daylight,OLD WESTBURY,OTHER,NASSAU,Straight and Level,Cloudy,Traffic Signal,Wet,Not Applicable,"Tree, Collision With Fixed Object",1
 Damage & Injury Accident,20:45,12/26/2014,Friday,Y,Dark-Road Lighted,NORTH HEMPSTEAD,HEAD ON,NASSAU,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,23:21,05/13/2014,Tuesday,Y,Dark-Road Unlighted,CORTLANDT,OTHER,WESTCHESTER,Straight and Grade,Clear,None,Dry,Not Applicable,"Sign Post, Collision With Fixed Object",1
 Damage Accident,19:00,12/31/2014,Wednesday,Y,Dark-Road Lighted,BATAVIA,OTHER,GENESEE,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Snow Embankment, Collision With Fixed Object",1
 Accident,12:40,07/16/2014,Wednesday,Y,Daylight,BUFFALO,OTHER,ERIE,Straight and Level,Clear,None,Dry,Other Actions in Roadway,"Pedestrian, Collision With",1
 Accident,15:55,03/20/2014,Thursday,Y,Daylight,KINGS,OTHER,KINGS,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, With Signal","Pedestrian, Collision With",1
 Damage Accident,10:15,12/10/2014,Wednesday,Y,Daylight,DELHI,OTHER,DELAWARE,Curve and Level,Snow,None,Snow/Ice,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
 Damage Accident,10:21,11/29/2014,Saturday,N,Daylight,QUEENS,Unknown,QUEENS,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:27,11/29/2014,Saturday,Y,Dark-Road Unlighted,WASHINGTON,OTHER,DUTCHESS,Straight and Level,Clear,None,Dry,Not Applicable,Deer,1
 Damage & Injury Accident,11:26,07/04/2014,Friday,Y,Daylight,GALWAY,OTHER,SARATOGA,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
 Damage Accident,15:15,05/31/2014,Saturday,N,Daylight,,OVERTAKING,UNKNOWN,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,23:20,08/15/2014,Friday,Y,Dark-Road Lighted,HEMPSTEAD,OVERTAKING,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:55,12/04/2014,Thursday,Y,Daylight,GREECE,RIGHT ANGLE,MONROE,Straight and Grade,Cloudy,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:50,08/23/2014,Saturday,Y,Dark-Road Lighted,ROCHESTER,OVERTAKING,MONROE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:39,04/23/2014,Wednesday,Y,Daylight,,OTHER,ROCKLAND,Straight and Grade,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,7:25,05/15/2014,Thursday,Y,Daylight,CHEEKTOWAGA,OVERTAKING,ERIE,Straight and Grade,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,21:10,04/04/2014,Friday,Y,Dark-Road Lighted,NEW YORK,OTHER,NEW YORK,Straight and Level,Rain,Traffic Signal,Wet,"Crossing, With Signal","Pedestrian, Collision With",1
 Accident,12:30,09/13/2014,Saturday,N,Unknown,QUEENS,OTHER,QUEENS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,1:10,09/13/2014,Saturday,Y,Dark-Road Lighted,RICHMOND,Unknown,RICHMOND,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:30,05/29/2014,Thursday,N,Daylight,PEEKSKILL,REAR END,WESTCHESTER,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:15,06/21/2014,Saturday,Y,Daylight,DELHI,OTHER,DELAWARE,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,17:30,12/07/2014,Sunday,Y,Dark-Road Unlighted,ROMULUS,OTHER,SENECA,Curve and Grade,Clear,None,Dry,Not Applicable,Deer,2
 Damage Accident,22:24,07/23/2014,Wednesday,Y,Dark-Road Lighted,NORTH HILLS,RIGHT ANGLE,NASSAU,Curve and Level,Rain,None,Wet,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",2
 Damage Accident,13:40,02/13/2014,Thursday,Y,Daylight,WHITEHALL,OTHER,WASHINGTON,Curve and Grade,Snow,Other,Snow/Ice,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Damage & Injury Accident,9:45,03/19/2014,Wednesday,Y,Daylight,FRANKLIN,OTHER,DELAWARE,Curve at Hill Crest,Cloudy,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,15:30,04/07/2014,Monday,Y,Daylight,HUNTINGTON,REAR END,SUFFOLK,Curve and Grade,Cloudy,Unknown,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,14:22,09/04/2014,Thursday,Y,Daylight,PLATTSBURG,OTHER,CLINTON,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,5:30,08/06/2014,Wednesday,Y,Unknown,QUEENS,Unknown,QUEENS,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:30,11/17/2014,Monday,Y,Daylight,NIAGARA FALLS,RIGHT ANGLE,NIAGARA,Straight and Level,Snow,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,2:40,02/08/2014,Saturday,Y,Dark-Road Lighted,KINGS,OTHER,KINGS,Straight and Level,Clear,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",5
 Accident,19:00,03/18/2014,Tuesday,Y,Daylight,NIAGARA FALLS,RIGHT ANGLE,NIAGARA,Curve and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:15,09/20/2014,Saturday,N,Dark-Road Unlighted,GUILDERLAND,OTHER,ALBANY,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Animal, Collision With",1
 Accident,13:52,11/25/2014,Tuesday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, With Signal","Pedestrian, Collision With",1
 Damage Accident,20:03,11/17/2014,Monday,Y,Dark-Road Unlighted,AMHERST,REAR END,ERIE,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,7:55,11/12/2014,Wednesday,Y,Daylight,CORINTH,SIDESWIPE,SARATOGA,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:56,10/25/2014,Saturday,Y,Dark-Road Unlighted,BATAVIA,OTHER,GENESEE,Straight and Level,Clear,None,Dry,Not Applicable,Deer,1
 Damage Accident,21:26,02/13/2014,Thursday,Y,Dark-Road Lighted,ALBANY,RIGHT ANGLE,ALBANY,Straight at Hill Crest,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,8:50,01/09/2014,Thursday,Y,Daylight,BRONX,RIGHT ANGLE,BRONX,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,14:33,07/13/2014,Sunday,Y,Daylight,GREENBURGH,REAR END,WESTCHESTER,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,18:50,06/10/2014,Tuesday,Y,Daylight,RICHMOND,REAR END,RICHMOND,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:53,04/13/2014,Sunday,Y,Dark-Road Lighted,SULLIVAN,REAR END,MADISON,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:30,12/16/2014,Tuesday,Y,Daylight,PERINTON,REAR END,MONROE,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,0:00,11/26/2014,Wednesday,N,Unknown,LAKE GEORGE,OTHER,WARREN,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Accident,16:10,03/06/2014,Thursday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Accident,13:00,03/21/2014,Friday,Y,Daylight,HEMPSTEAD,OTHER,NASSAU,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, Against Signal","Bicyclist, Collision With",1
 Damage Accident,21:05,07/06/2014,Sunday,Y,Dark-Road Lighted,HEMPSTEAD,SIDESWIPE,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:00,03/05/2014,Wednesday,Y,Dark-Road Lighted,LANCASTER,Unknown,ERIE,Straight and Level,Clear,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:30,04/05/2014,Saturday,N,Daylight,BROOKHAVEN,Unknown,SUFFOLK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:35,02/14/2014,Friday,Y,Daylight,HEMPSTEAD,RIGHT ANGLE,NASSAU,Straight and Level,Clear,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:40,11/16/2014,Sunday,Y,Dark-Road Unlighted,WHITE CREEK,OTHER,WASHINGTON,Curve and Grade,Cloudy,No Passing Zone,Dry,Not Applicable,"Overturned, Non-Collision",1
 Damage Accident,20:30,11/04/2014,Tuesday,Y,Dark-Road Lighted,QUEENS,Unknown,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,2:30,08/18/2014,Monday,Y,Dark-Road Unlighted,BEDFORD,OTHER,WESTCHESTER,Curve and Level,Clear,None,Dry,Not Applicable,"Sign Post, Collision With Fixed Object",1
 Damage Accident,21:11,05/31/2014,Saturday,Y,Dark-Road Unlighted,HINSDALE,OTHER,CATTARAUGUS,Straight and Level,Clear,None,Dry,Not Applicable,Deer,1
 Damage Accident,9:45,07/18/2014,Friday,Y,Daylight,HUNTINGTON,REAR END,SUFFOLK,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,9:44,01/10/2014,Friday,Y,Daylight,HERKIMER,OVERTAKING,HERKIMER,Curve at Hill Crest,Snow,None,Slush,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:10,09/01/2014,Monday,Y,Daylight,OYSTER BAY,REAR END,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,19:30,08/11/2014,Monday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, With Signal","Pedestrian, Collision With",1
 Damage Accident,18:30,01/15/2014,Wednesday,Y,Dark-Road Lighted,OYSTER BAY,RIGHT TURN (5),NASSAU,Straight and Level,Fog/Smog/Smoke,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,3:00,11/09/2014,Sunday,Y,Dark-Road Unlighted,BROOKHAVEN,OTHER,SUFFOLK,Straight and Level,Clear,None,Dry,Not Applicable,Deer,1
 Accident,17:10,11/30/2014,Sunday,Y,Dark-Road Lighted,SYRACUSE,OTHER,ONONDAGA,Straight and Grade,Clear,None,Dry,Not Applicable,"Building/Wall, Collision With Fixed Object",1
 Accident,10:45,05/18/2014,Sunday,Y,Daylight,QUEENS,REAR END,QUEENS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:45,04/29/2014,Tuesday,N,Daylight,QUEENS,REAR END,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,23:50,12/14/2014,Sunday,Y,Dark-Road Lighted,HUNTINGTON,OTHER,SUFFOLK,Straight and Level,Clear,Traffic Signal,Dry,Riding/Walking/Skating Along Highway Against Traffic,"Bicyclist, Collision With",1
 Damage Accident,18:35,02/09/2014,Sunday,Y,Dark-Road Lighted,WALLKILL,OVERTAKING,ORANGE,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:30,04/19/2014,Saturday,Y,Daylight,HUNTINGTON,Unknown,SUFFOLK,Curve and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,1:25,07/03/2014,Thursday,Y,Dark-Road Unlighted,NEWSTEAD,OTHER,ERIE,Straight and Level,Cloudy,None,Dry,Not Applicable,Deer,1
 Damage Accident,14:30,04/19/2014,Saturday,Y,Daylight,BABYLON,OTHER,SUFFOLK,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,2:45,12/31/2014,Wednesday,Y,Dark-Road Unlighted,LAWRENCE,OTHER,ST. LAWRENCE,Straight and Level,Cloudy,None,Snow/Ice,Not Applicable,Deer,1
 Damage Accident,14:03,11/25/2014,Tuesday,N,Unknown,RIVERHEAD,OTHER,SUFFOLK,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1
 Damage Accident,22:33,07/18/2014,Friday,Y,Dark-Road Unlighted,ROME,OTHER,ONEIDA,Curve at Hill Crest,Cloudy,No Passing Zone,Dry,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Accident,22:00,02/21/2014,Friday,Y,Dark-Road Unlighted,MINISINK,OTHER,ORANGE,Curve and Grade,Cloudy,No Passing Zone,Snow/Ice,Not Applicable,"Sign Post, Collision With Fixed Object",1
 Damage & Injury Accident,15:25,09/26/2014,Friday,Y,Daylight,NEWBURGH,SIDESWIPE,ORANGE,Curve and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,23:45,01/25/2014,Saturday,Y,Dark-Road Lighted,HEMPSTEAD,REAR END,NASSAU,Straight and Level,Cloudy,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,13:00,03/01/2014,Saturday,Y,Daylight,HEMPSTEAD,OTHER,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,6:40,10/17/2014,Friday,N,Dark-Road Lighted,WHEATFIELD,REAR END,NIAGARA,Straight and Level,Rain,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,15:50,06/17/2014,Tuesday,Y,Daylight,WEST SENECA,REAR END,ERIE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,14:00,03/01/2014,Saturday,Y,Daylight,KINGS,RIGHT ANGLE,KINGS,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:45,11/19/2014,Wednesday,Y,Dark-Road Unlighted,SULLIVAN,OTHER,MADISON,Straight and Level,Clear,None,Wet,Not Applicable,Deer,1
 Damage & Injury Accident,1:30,03/17/2014,Monday,Y,Dark-Road Unlighted,WAPPINGER,OTHER,DUTCHESS,Straight at Hill Crest,Clear,None,Dry,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
 Damage Accident,22:38,08/22/2014,Friday,Y,Dark-Road Lighted,SENECA FALLS,REAR END,SENECA,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:35,12/07/2014,Sunday,Y,Dark-Road Lighted,HEMPSTEAD,LEFT TURN (3),NASSAU,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:33,06/16/2014,Monday,N,Unknown,KINGS,Unknown,KINGS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,15:59,01/08/2014,Wednesday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight and Level,Clear,None,Dry,Emerging from in Front of/Behind Parked Vehicle,"Pedestrian, Collision With",1
 Accident,0:00,11/23/2014,Sunday,N,Unknown,QUEENS,REAR END,QUEENS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:01,09/12/2014,Friday,Y,Daylight,GREAT NECK,REAR END,NASSAU,Straight and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:38,05/23/2014,Friday,Y,Daylight,NISKAYUNA,REAR END,SCHENECTADY,Straight and Grade,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,10:09,12/20/2014,Saturday,Y,Daylight,VESTAL,OVERTAKING,BROOME,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,19:09,06/06/2014,Friday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,None,Dry,"Crossing, No Signal, Marked Crosswalk","Bicyclist, Collision With",1
 Damage Accident,19:00,05/29/2014,Thursday,Y,Daylight,,RIGHT ANGLE,UNKNOWN,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,20:34,08/07/2014,Thursday,Y,Dark-Road Lighted,BROOKHAVEN,REAR END,SUFFOLK,Straight and Grade,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,20:54,06/20/2014,Friday,Y,Dusk,AUBURN,Unknown,CAYUGA,Straight at Hill Crest,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:51,08/01/2014,Friday,Y,Daylight,GREENBURGH,REAR END,WESTCHESTER,Straight and Level,Cloudy,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,14:33,03/03/2014,Monday,Y,Daylight,KINGSBURY,OTHER,WASHINGTON,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Accident,18:45,06/23/2014,Monday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Other*, Non-Collision",1
 Damage Accident,20:00,03/23/2014,Sunday,N,Dusk,ELMA,OTHER,ERIE,Straight and Level,Clear,None,Dry,Not Applicable,Deer,1
 Damage Accident,8:20,01/30/2014,Thursday,Y,Daylight,GATES,REAR END,MONROE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,1:46,11/27/2014,Thursday,Y,Dark-Road Lighted,LITTLE FALLS,OTHER,HERKIMER,Straight and Grade,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:12,01/28/2014,Tuesday,Y,Daylight,OLD WESTBURY,REAR END,NASSAU,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,23:30,01/16/2014,Thursday,Y,Dark-Road Lighted,BRONX,OTHER,BRONX,Straight and Grade,Clear,None,Dry,Other Actions in Roadway,"Other Motor Vehicle, Collision With",2
 Damage Accident,6:45,11/11/2014,Tuesday,N,Dawn,DEPEW,OTHER,ERIE,Straight and Level,Clear,Unknown,Dry,Not Applicable,Deer,1
 Accident,0:00,10/23/2014,Thursday,N,Unknown,KINGS,OTHER,KINGS,Unknown,Unknown,Stop Sign,Unknown,Unknown,"Pedestrian, Collision With",1
 Accident,15:25,05/09/2014,Friday,Y,Daylight,BABYLON,RIGHT ANGLE,SUFFOLK,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:32,11/05/2014,Wednesday,Y,Dark-Road Unlighted,RED HOOK,OTHER,DUTCHESS,Straight and Level,Cloudy,None,Dry,Not Applicable,Deer,1
 Damage Accident,13:00,03/10/2014,Monday,N,Unknown,ENDICOTT,OTHER,BROOME,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Damage Accident,10:07,08/11/2014,Monday,Y,Daylight,DEPEW,OVERTAKING,ERIE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,22:00,02/13/2014,Thursday,N,Dark-Road Lighted,QUEENS,SIDESWIPE,QUEENS,Straight and Level,Rain,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:38,06/03/2014,Tuesday,Y,Daylight,ROCHESTER,REAR END,MONROE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,12:22,11/30/2014,Sunday,Y,Daylight,LE RAY,REAR END,JEFFERSON,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
